Nom de l'offre touristique;Catégorie de l'offre;Type de l'offre;Adresse1;Adresse partie 1 suite;Adresse2;Adresse3;Code postal;Nom de la commune;Cedex de l'adresse postale;Code Insee de la Commune;Latitude;Longitude;Situation de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Présence sur plateforme(s) communautaire(s);Code Embed pour intégrer une video;Widget tripadvisor;Equipements;Labels;Chaînes;Classement dans un label;CLassement pour le label Logis;Label tourisme handicap;Animal accepté: oui / non;Complément information animal accepté;SPaccessibilite;Présence l'offre sur les grands itinéraires vélo;Nombre chambres;Nombre chambres familiales;Nombre chambres pour accès à mobilité réduite;Groupe accepté: oui / non;Langues parlées à l'accueil;Présence salle de réunion: oui / non;Ouverture 24h / 24h: oui / non;Ouvert toute l'année: oui / non;Horaires d'ouvertures;Moyen(s) de réservation directe;Moyen(s) de réservation en ligne;Centrale de réservation en ligne?;Tarifs;Modes de paiement acceptés;localisation;departement
HOTEL DOMAINE DE LA COURBE;3 étoiles;Hôtel;La courbe;;Route de Luché;;72800;LE LUDE;;72176;47.6730737;0.11123253;"Gare SNCF||le mans||45;Autoroute||a28||15;Route (nationale/départ.)||d54||0;Aéroport/aérodrome||tours||45";06 87 24 92 35;02 43 94 88 75;;;http://www.domainedelacourbe.com;;;;;"Espace bien-être;Garage privé;Local vélo;Parking privé;Piscine;Piscine couverte;Restaurant;WiFi";"Accueil Vélo;Clef Verte;Welcome ! C’est beau ici !";The Originals Hotels;;;;oui;15 euros;non;La Vallée du Loir à vélo;32;7;2;oui;"Anglais;Français";oui;non;oui;;Sylviane bruneau||02 43 94 88 75||info@domainedelacourbe.com;||http://www.domainedelacourbe.com||http://www.domainedelacourbe.com||||;oui;"Chambre double||89,00||239,00||;Chambre familiale||118,00||268,00||;Soirée étape affaires||89,00||109,00||";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances";47.6730737,0.11123253;Sarthe
HÔTEL-RESTAURANT CHEZ LOIC ET NICOLE;Non classé;Hôtel;;;11 rue d'Anjou;TIGNE;49540;LYS-HAUT-LAYON;;49373;47.20018;-0.42883;Route (nationale/départ.)||D 84 Doué La Fontaine-Chemillé||0;;02 41 59 41 51;;;;;;;;;;;;;;oui;seulement de petite taille;non;;3;;;non;Français;;non;oui;;M. et Mme SOCHELEAU||02 41 59 41 51||;;;;"Cartes bancaires;Chèques bancaires et postaux";47.20018,-0.42883;Maine-et-Loire
LE CHALET-HOTEL RESTAURANT;2 étoiles;Hôtel - Restaurant;;;6, rue des Moulins;;44290;GUEMENE-PENFAO;;44067;47.6282985;-1.8290828;Gare SNCF||Redon||21;06 60 47 45 73;02 40 79 23 38;02 40 51 07 94;;www.hotel-chalet.com;;;;;"Parking privé;Restaurant;WiFi";;;;;;oui;;;;8;;;non;"Anglais;Français";oui;non;non;;||02 40 79 23 38||lechalet@bbox.fr;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Tickets Restaurant";47.6282985,-1.8290828;Loire-Atlantique
HOTEL*** RESTAURANT LA CROIX COUVERTE;3 étoiles;Hôtel;;;Croix couverte - Route d'Alençon RN12;BP 422;53104;MAYENNE;;53147;48.3149126;-0.5986602;"Route (nationale/départ.)||N12||0;Autoroute||A 81||15;Gare routière||Mayenne||5;Halte fluviale||||0";;02 43 04 32 48;;;http://hotel-restaurant-lacroixcouverte.com;;Tripadvisor||http://www.tripadvisor.fr/Hotel_Review-g661268-d3592651-Reviews-La_Croix_Couverte-Mayenne_Mayenne_Pays_de_la_Loire.html;;;"Parking privé;Restaurant;WiFi";Qualité Tourisme;Logis;;"2 cheminées;2 cocottes";;oui;;non;;10;;;oui;"Anglais;Français";oui;non;oui;;COUPE||02 43 04 32 48||la-croixcouverte@wanadoo.fr;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Tickets Restaurant";48.3149126,-0.5986602;Mayenne
L'ESTUAIRE;2 étoiles;Hôtel;;;9 Rue du Lieutenant Maurice Legris;Parc d'Activités de la Guerche;44250;SAINT-BREVIN-LES-PINS;;44154;47.24007;-2.15655;"Gare SNCF||Saint Nazaire||15;Autoroute||D213||0,5;Aéroport/aérodrome||Nantes Atlantique||50";;02 40 27 39 40;;;http://www.hotelestuaire.com/;;;;;"Parking privé;WiFi";"Accueil Vélo;La Vélodyssée;Qualité Tourisme";Contact hôtel;;;;non;;non;"EV1-La Vélodyssée;EV6-La Loire à Vélo";30;4;2;oui;Anglais;oui;;;01/01/2020||31/12/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;"Chambre double||56,00||65,00||;Petit-déjeuner / pers||8,00||8,00||;Soirée étape affaires||72,00||75,00||;Suite||80,00||87,00||;Taxe de séjour / nuit / pers||0,90||0,90||";"Cartes bancaires;Chèques Vacances;Espèces";47.24007,-2.15655;Loire-Atlantique
HOTEL KYRIAD LA FLECHE;Non classé;Hôtel;1 Allée des Bosquets;Zac de la Monnerie;RD323;;72200;LA FLECHE;;72154;47.7015453;-0.0531935;Route (nationale/départ.)||RD323||0;;02 43 94 70 40;02 43 45 64 84;;http://www.kyriad-la-fleche.fr;;Facebook||https://www.facebook.com/kyriadlafleche/;;;"Parking privé;WiFi";;Kyriad;;;;oui;"petits animaux ; supplément de 5 €";non;;37;1;1;oui;Anglais;non;non;oui;;;;;"Chambre single||72,00||0,00||;Petit-déjeuner / pers||10,00||||;Chambre double||76,00||||";"Cartes bancaires;Chèques Vacances";47.7015453,-0.0531935;Sarthe
HÔTEL IBIS STYLES SEGRÉ;3 étoiles;Hôtel - Restaurant;;;4 Rue Gustave Eiffel;ZI d'Etriché, Segré;49500;SEGRÉ-EN-ANJOU BLEU;;49331;47.6977742;-0.8666677;"Gare SNCF||||30;Autoroute||||40;Route (nationale/départ.)||||100;Gare routière||||2;Transport en commun||||2;Aéroport/aérodrome||||90";;02 41 94 81 81;;;http://ibisstyleshotel.ibis.com/fr/hotel-7006-ibis-styles-segre-ex-all-seasons/index.shtml;;Tripadvisor||https://www.tripadvisor.fr/Hotel_Review-g1439367-d1540226-Reviews-Ibis_Styles_Segre-Segre_Segre_en_Anjou_Bleu_Maine_et_Loire_Pays_de_la_Loire.html;;;"Espace bien-être;Parking privé;Restaurant;Salle de sport;WiFi";;Ibis Style;;;;oui;;non;;48;4;2;oui;"Anglais;Espagnol;Français";oui;non;oui;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;||http://ibisstyleshotel.ibis.com/fr/hotel-7006-ibis-styles-segre/index.shtml||||02 41 94 81 81||h7006@ACCOR.COM;oui;"Chambre single||77,00||97,00||;Chambre double||87,00||107,00||;Chambre familiale||107,00||127,00||;Soirée étape affaires||106,00||130,00||;Taxe de séjour / nuit / pers||0,50||0,50||";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces";47.6977742,-0.8666677;Maine-et-Loire
HOTEL LES CONFINS DU PERCHE;2 étoiles;Hôtel - Restaurant;Le Point du Jour;;;LE POINT DU JOUR;72160;SCEAUX SUR HUISNE;;72331;48.1008939;0.579388;"Route (nationale/départ.)||RD323||0;Autoroute||péage de Connerré ||10;Gare SNCF||La Ferté Bernard||10";;02 43 60 19 40;;;;;;;;"Local vélo;Parking privé;Restaurant;WiFi";;Logis;;"Hôtel Cosy;Restaurant de terroir";;;Garage fermé et gratuit pour accueuillir un groupe de cyclistes ou motards. ( Merci de se renseigner préalablement);non;;9;1;1;oui;"Anglais;Français";;non;oui;;Mr MORICE||02 43 60 19 40||confinsduperche@orange.fr;;;"Chambre double||65,00||||;Soirée étape affaires||82,00||||;Chambre familiale||114,00||||;Taxe de séjour / nuit / pers||0,55||||;Petit-déjeuner / pers||9,50||||";"Cartes bancaires;Chèques bancaires et postaux;Espèces;Virement";48.1008939,0.579388;Sarthe
HÔTEL LE CASTEL;3 étoiles;Hôtel;;;1, rue Louis Moron;BRISSAC-QUINCE;49320;BRISSAC LOIRE AUBANCE;;49050;47.3540089;-0.4480402;"Route (nationale/départ.)||D 748 Angers-Brissac Quincé||0,5;Autoroute||Accès direct autoroute||6;Aéroport/aérodrome||Angers Loire Aéroport||30;Gare SNCF||Gare Angers Saint Laud||18;Gare routière||Angers||0,5;Transport en commun||Ligne Angers-Brissac Quincé||0,1";06 69 20 15 16;02 41 91 24 74;;;http://www.hotel-lecastel.com;;"Google+||https://hotellecastel.business.site;||https://hotel.leboncoin.fr/results/?lang=fr_FR&rooms=double&destinationId=49677&startDate=2020-08-26&endDate=2020-08-27&minPrice=0&maxPrice=500&types=&order=RAND&destination=Brissac+Loire+Aubance;||https://hotelservice.hrs.com/portal/login.xhtml;jsessionid=AD83663561FF4576840E6618A90B822A.11-1?lang=fr;||https://www.booking.com/searchresults.fr.html?aid=1192690&label=cuform-city-2019-10-30_22%3A52%3A38-ct_ntab-whotel-castro_marim_golfe_and_country_club-w7K4oMPG03uIktbn7-bt189&sid=af2e81652e4cb2cffe325793eba4a434&sb=1&src=profile%2Fprofile_dashboard&src_elem=sb&error_url=https%3A%2F%2Fsecure.booking.;||https://www.expedia.fr/Brissac-Loire-Aubance-Hotel-Hotel-Le-Castel.h15236204.Description-Hotel?chkin=2021-01-18&chkout=2021-01-19&destType=MARKET&destination=Brissac-Quincé%2C%20Brissac%20Loire%20Aubance%2C%20Maine-et-Loire%2C%20France&pwa_ts=1609769523892&referrerUrl=aHR0cHM6Ly93d3cuZXhwZWRpYS5mci9";;;"Garage privé;Local vélo;Parking privé;WiFi";;;;;;oui;Fermé de 00h à 6 h;non;;10;0;;oui;"Anglais;Français";non;non;oui;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Alain COUET||02 41 91 24 74||le.castel.brissac@wanadoo.fr;||http://www.booking.com/hotel/fr/le-castel-brissac-quince.fr.html||||||;oui;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.3540089,-0.4480402;Maine-et-Loire
HOTEL FASTHOTEL;1 étoile;Hôtel;;;4 rue Louis Chappée;ZA Les Portes de l'Océane;72650;SAINT-SATURNIN;;72320;48.0536567;0.16641831;"Route (nationale/départ.)||RN 138||0,2;Autoroute||A11 et A28 sortie n°7 Le Mans ZI Nord||0,5;Gare SNCF||||6;Transport en commun||||0,2";;02 43 52 50 00;;;http://fasthotel.com/profil/name/Le_Mans_Nord_Saint_Saturnin;;Google+||http://goo.gl/maps/ZCyp2;;;"Parking privé;WiFi";;Fasthôtel;;;;oui;;non;;48;;2;oui;"Anglais;Espagnol;Français";non;non;oui;;RAUDET||02 43 52 50 00||lemans@fasthotel.com;||http://www.fasthotel.com||||||;oui;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";48.0536567,0.16641831;Sarthe
HÔTEL LE CIRCUIT;3 étoiles;Hôtel - Restaurant;;;447 avenue Georges Durand;;72100;LE MANS;;72181;47.9656066;0.2211226;"Route (nationale/départ.)||D338||0;Transport en commun||Ligne n°1 Tram arret pôle santé sud||0,1;Autoroute||A11 + A81||12;Aéroport/aérodrome||||1;Gare SNCF||||4";;02 43 40 30 30;;;www.lecircuithotel.com;;Facebook||https://www.facebook.com/hotellecircuitlemans;;;"Climatisation;Parking privé;Restaurant;WiFi";Qualité Tourisme;Choice Hôtel;;;;non;supplément de 10.00€/animal;non;;74;2;3;oui;"Anglais;Français";oui;oui;oui;;;;;Chambre single||70,00||500,00||;"Cartes bancaires;Chèques Vacances;Espèces";47.9656066,0.2211226;Sarthe
HOTEL RESTAURANT BRIT HOTEL LES EVENS;3 étoiles;Hôtel - Restaurant;;ZA les Grues Rouges;8 Rue Louis Chappée;;72650;SAINT-SATURNIN;;72320;48.0528338;0.1677883;"Route (nationale/départ.)||RN 138||0,5;Autoroute||A11 et A 85||1;Gare SNCF||Gare TGV||10;Autoroute||Sortie Le Mans Nord||0,5";;02 43 25 54 54;;;http://le-mans-evens.brit-hotel.fr/;;"Facebook||https://www.facebook.com/brithotel.officiel/;Twitter||https://twitter.com/Brit_Hotel;Tripadvisor||https://www.tripadvisor.fr/Hotel_Review-g3367394-d226990-Reviews-Brit_Hotel_Les_Evens-Saint_Saturnin_Le_Mans_Sarthe_Pays_de_la_Loire.html";;;"Climatisation;Parking privé;Restaurant;WiFi";"Club des Hôteliers;Qualité Tourisme";Brithôtel;;;;oui;Suppl. de 7 € par animal.;non;;48;2;2;oui;"Anglais;Français";oui;oui;;;ROBINEAU||02.43.25.54.54||lesevens@brithotel.fr;;;;"Cartes bancaires;Chèques Vacances;Tickets Restaurant";48.0528338,0.1677883;Sarthe
HOTEL*** RESTAURANT BEAU RIVAGE;3 étoiles;Hôtel - Restaurant;;;Route de St-Baudelle- 23 chemin Beau Rivage;;53100;MOULAY;;53162;48.2817785;-0.6264873;"Route (nationale/départ.)||N162||2;Autoroute||A81||15;Gare SNCF||Laval||30;Gare routière||Mayenne||5;Halte fluviale||||0";;02 43 00 49 13;;;http://restaurantbeaurivage.com;;Facebook||https://facebook.com/restaurantbeaurivagemayenne;;;"Parking privé;Restaurant;WiFi";"Accueil Vélo;Qualité Tourisme";Logis;;"2 cheminées;2 cocottes";"Déficience auditive;Déficience mentale;Déficience moteur;Déficience visuelle";oui;;oui;;8;1;1;oui;"Allemand;Anglais;Espagnol;Français";oui;oui;oui;;COUGE||02 43 00 49 13||fbeaurivage@9online.fr;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Tickets Restaurant";48.2817785,-0.6264873;Mayenne
HOTEL RESTAURANT CAMPANILE LE MANS;3 étoiles;Hôtel - Restaurant;;;23 boulevard Pablo Neruda;;72000;LE MANS;;72181;47.9980663;0.22303473;"Route (nationale/départ.)||RN 23 - accès direct||0,1;Autoroute||A 11 et A 28||2;Aéroport/aérodrome||||5;Gare SNCF||Gare TGV Le Mans||5;Transport en commun||Arrêt SETRAM Gazonfier||0,2";;02 43 72 18 72;;;https://le-mans-centre.campanile.com/fr-fr/;;;;;"Parking privé;Restaurant;WiFi";"Club des Hôteliers;Qualité Tourisme";Campanile;;;;oui;5.00 €;non;;70;5;3;oui;Anglais;oui;oui;oui;;HANTRAYE||02 43 72 18 72||campanile.lemans@orange.fr;;;;"Cartes bancaires;Chèques Vacances;Espèces;Tickets Restaurant;Virement";47.9980663,0.22303473;Sarthe
HÔTEL CAMPANILE;3 étoiles;Hôtel - Restaurant;;;Route de la Flèche;;72300;VION;;72264;47.8203181;-0.2968568;"Route (nationale/départ.)||||0;Autoroute||||6;Aéroport/aérodrome||||14;Gare SNCF||||6";;02 43 92 44 92;02 43 95 25 05;;http://www.campanile.fr;;Tripadvisor||http://www.tripadvisor.fr/Hotel_Review-g661710-d488521-Reviews-Campanile_Sable_sur_Sarthe_Vion-Sable_sur_Sarthe_Sarthe_Pays_de_la_Loire.html;;"<div id=""TA_selfserveprop220"" class=""TA_selfserveprop"">;<ul id=""OaatjFsZLE"" class=""TA_links FTXGuBLgKBej"">;<li id=""Pk2La2n2"" class=""J1Uz67UOk"">2 avis pour <a target=""_blank"" href=""http://www.tripadvisor.fr/Hotel_Review-g661710-d488521-Reviews-Campanile_Sable_sur_Sarthe_Vion-Sable_sur_Sarthe_Sarthe_Pays_de_la_Loire.html"">Campanile Sable-sur-Sarthe Vion</a> à Sable-sur-Sarthe</li>;</ul>;</div>;<script src=""http://www.jscache.com/wejs?wtype=selfserveprop&amp;uniq=220&amp;locationId=488521&amp;lang=fr&amp;rating=true&amp;nreviews=5&amp;writereviewlink=true&amp;popIdx=true&amp;iswide=false&amp;border=true""></script>;";"Parking privé;Restaurant;WiFi";Qualité Tourisme;Campanile;;;;oui;avec supplément;non;;39;0;2;oui;"Allemand;Anglais;Espagnol;Français";oui;non;oui;01/01/2021||01/01/2023||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;LOCHARD||02.43.92.44.92||sablesursarthe.vion@campanile.fr;||||||||www.campanile;non;"Chambre double||75,00||90,00||;Petit-déjeuner / pers||10,90||||;Chambre single||75,00||90,00||";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Tickets Restaurant";47.8203181,-0.2968568;Sarthe
HÔTEL DE BRETAGNE;2 étoiles;Hôtel - Restaurant;;;41, rue de Bretagne;;53120;GORRON;;53107;48.4107057;-0.8169934;"Route (nationale/départ.)||RN12||20;Gare SNCF||Laval||45";06 95 56 96 42;02 43 08 63 67;;;;;Facebook||https://www.facebook.com/Hotel.Restaurant.Le.Bretagne.Gorron;;;"Parking privé;Restaurant;WiFi";;;;;;oui;;non;;8;;;oui;"Anglais;Français";oui;non;oui;01/01/2022||31/12/2022||||Fermé pour congés du 15 au 22 mars 2022.||10:00||15:00||18:00||23:00||10:00||15:00||18:00||23:00||10:00||15:00||18:00||23:00||10:00||15:00||18:00||23:00||10:00||15:00||18:00||23:00||10:00||15:00||18:00||23:00||10:00||15:00||18:00||23:00;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Tickets Restaurant";48.4107057,-0.8169934;Mayenne
HOTEL CONCORDIA - RESTAURANT AMPHITRYON;4 étoiles;Hôtel - Restaurant;;;16 avenue du Général Leclerc;;72000;LE MANS;;72181;48.0004632;0.19661814;"Route (nationale/départ.)||||1;Autoroute||||3;Aéroport/aérodrome||||3;Gare SNCF||||0,2;Gare routière||||0;Transport en commun||||0";;02 43 24 12 30;;;;https://www.youtube.com/watch?v=ZiRXCM7a8Z8;Facebook||https://www.facebook.com/Concordia-H%C3%B4tel-409915139167591/timeline/;"https://www.youtube.com/watch?v=ZiRXCM7a8Z8<span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";;"Garage privé;Parking privé;Restaurant;WiFi";;;;;;oui;;non;;65;3;;oui;"Allemand;Anglais;Français;Italien";oui;oui;oui;;COUASNARD||02.43.24.12.30||concordiahotel@orange.fr;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances";48.0004632,0.19661814;Sarthe
HOTEL LE CHEVAL BLANC;Non classé;Hôtel - Restaurant;;;7, rue St Facile;;72150;LE GRAND-LUCE;;72143;47.8661427;0.470887;"Route (nationale/départ.)||||1;Aéroport/aérodrome||Le Mans||25;Gare SNCF||Le Mans||24";;02.43.40.42.24;;;;;;;;"Parking privé;Restaurant";;;;;;oui;;non;;9;0;0;oui;"Anglais;Français";;non;oui;;||02.43.40.42.24||;;;;"Cartes bancaires;Chèques bancaires et postaux";47.8661427,0.470887;Sarthe
IBIS SAINT-NAZAIRE TRIGNAC;3 étoiles;Hôtel;;;5 rue la fontaine au brun;;44570;TRIGNAC;;44210;47.3003213;-2.2082315;"Transport en commun||Hélyce/T3/T4/T5/C1: Fontaine aux Bruns||0,3;Transport en commun||Ligne U3. Arrêt: Héronnière||0,35";;02 40 90 39 39;;;https://www.accorhotels.com/fr/hotel-0858-ibis-saint-nazaire-trignac/index.shtml#origin=accorhotels;https://www.youtube.com/watch?v=xvkFSiJrdM8&t=20s;"Facebook||https://www.facebook.com/ibis-Saint-Nazaire-Trignac-308811425816604/?ref=settings;Instagram||https://www.instagram.com/ibisstnazairetrignac/;Twitter||https://twitter.com/ibisStNazaire?lang=fr;Tripadvisor||https://www.tripadvisor.fr/Hotel_Review-g661771-d281567-Reviews-Ibis_Saint_Nazaire_Trignac-Trignac_Saint_Nazaire_Loire_Atlantique_Pays_de_la_Loire.html";"https://www.youtube.com/watch?v=xvkFSiJrdM8&t=20s<span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";;"Climatisation;Parking privé;Piscine;Restaurant;WiFi";;Ibis;;;;oui;Animaux acceptés avec supplément de 5€;non;;62;1;2;oui;"Allemand;Anglais;Espagnol;Français;Italien";oui;oui;oui;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||02 40 90 39 39||H0858@accor.com;;;"Chambre double||49,00||149,00||;Petit-déjeuner / pers||10,50||||";"Cartes bancaires;Chèques Vacances;Espèces;Tickets Restaurant";47.3003213,-2.2082315;Loire-Atlantique
IBIS BUDGET SAINT-NAZAIRE CENTRE GARE;;Hôtel;;;2 Boulevard de l'Atlantique;;44600;SAINT-NAZAIRE;;44184;47.2854256;-2.2102745;"Transport en commun||Ligne U1 - Arrêt Gare SNCF||0,11;Transport en commun||Ligne U2 - Arrêt Gare SNCF||0,11;Transport en commun||Ligne U3 - Arrêt Gare SNCF||0,11;Transport en commun||Ligne Hélyce - Arrêt Gare SNCF||0,11";;02 55 40 66 80;;;;;;;;"Parking privé;Restaurant;WiFi";;Ibis Budget;;;;oui;;non;;65;19;2;;"Allemand;Anglais;Espagnol;Français;Italien";;;;;;;;;Cartes bancaires;47.2854256,-2.2102745;Loire-Atlantique
LA VILLA ROSE MARIE;2 étoiles;Hôtel - Restaurant;;;1 Allée des Embruns;;44250;SAINT-BREVIN-LES-PINS;;44154;47.22882;-2.1748;;;02 40 27 20 45;;;http://www.lavillarosemarie.com/;;;;;"Restaurant;WiFi";;;;;;non;;non;;6;;;;;;;;"01/04/2020||31/10/2020||||||08:00||12:00||16:00||19:00||08:00||12:00||16:00||19:00||08:00||12:00||16:00||19:00||08:00||12:00||16:00||19:00||08:00||12:00||16:00||19:00||08:00||12:00||16:00||19:00||08:00||12:00||16:00||19:00;03/05/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;;;"Chambre double||70,00||85,00||;Chambre familiale||124,00||124,00||;Petit-déjeuner / pers||9,00||9,00||;Taxe de séjour / nuit / pers||0,90||0,90||";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces";47.22882,-2.1748;Loire-Atlantique
VILLA MARIS STELLA;Non classé;Hôtel;;;1 avenue Becquerel;;44490;LE CROISIC;;44049;47.28428;-2.51264;;;02 40 23 21 45;;;;;;;;"Piscine;WiFi";;;;;;non;;;;4;;;;Anglais;;;;;;;;;"Cartes bancaires;Chèques bancaires et postaux;Espèces;Virement";47.28428,-2.51264;Loire-Atlantique
HÔTEL - LA TOUR DES PLANTES;;Hôtel;;;10 rue du Belinois;;72230;MONCE-EN-BELIN;;72200;47.8916787;0.21182079;;06 15 56 42 73;02 43 42 03 32;;;http://www.latourdesplantes.com/;;Facebook||https://www.facebook.com/pages/Hotel-La-TOUR-des-plantes-Le-MANS/345141675596223;;;"Parking privé;Piscine;WiFi";;;;;;;;non;;35;;1;;;oui;;;;;;;;;47.8916787,0.21182079;Sarthe
L'EMPREINTE;2 étoiles;Hôtel - Restaurant;;;119 boulevard de l'Océan;Tharon-Plage;44730;SAINT-MICHEL-CHEF-CHEF;;44182;47.16819;-2.16612;;;02 40 27 82 17;;;https://www.hotel-restaurant-lempreinte.fr/;;;;;"Restaurant;WiFi";"Accueil Vélo;La Vélodyssée;Qualité Tourisme";Logis;;3 cocottes;;oui;uniquement petite taille;non;EV1-La Vélodyssée;13;;1;;Anglais;oui;;;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;"Demi-pension||99,00||166,00||;Petit-déjeuner / pers||11,00||11,00||;Taxe de séjour / nuit / pers||0,90||0,90||";"Cartes bancaires;Chèques Vacances;Espèces";47.16819,-2.16612;Loire-Atlantique
AMIRAUTÉ HÔTEL;3 étoiles;Hôtel;;;138 avenue des Ondines;;44500;LA BAULE-ESCOUBLAC;;44055;47.28808;-2.3898;;;02 40 53 90 56;;;http://www.hotel-amiraute-labaule.com;;;;;"Climatisation;WiFi";;Logis;;;;oui;;;;12;;;;"Anglais;Espagnol";;;;24/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.28808,-2.3898;Loire-Atlantique
HÔTEL MERCURE ANGERS CENTRE GARE;4 étoiles;Hôtel;;;18 boulevard du Maréchal Foch;;49100;ANGERS;;49007;47.46922;-0.54976;;;02 41 87 37 20;02 41 87 49 54;;https://all.accor.com/hotel/6851/index.fr.shtml;;Facebook||http://www.facebook.com/MercureAngersCentreFoch;;;"Climatisation;WiFi";;Mercure;;;;oui;15€;non;;80;;3;;"Allemand;Anglais;Espagnol;Français;Italien";;;;"02/06/2020||31/12/2020||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/01/2021||31/12/2021||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/01/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;;;;"Cartes bancaires;Chèques Vacances;Espèces;Virement";47.46922,-0.54976;Maine-et-Loire
HÔTEL ALCYON;2 étoiles;Hôtel;;;2 bis rue de Rouen;Saint-Lambert-des-Levées;49400;SAUMUR;;49328;47.267805;-0.068867;;;02 41 67 51 25;02 41 51 34 85;;https://www.alcyon-saumur.com;;"Tripadvisor||;Facebook||https://www.facebook.com/Hotel-Alcyon-154613424559948/;Google+||https://maps.google.com/?cid=13254258519712513017;Tripadvisor||https://www.tripadvisor.fr/Hotel_Review-g187199-d627154-Reviews-Hotel_Alcyon-Saumur_Maine_et_Loire_Pays_de_la_Loire.html";;;"Local vélo;Parking privé;WiFi";;;;;;oui;5 €;non;"EV6-La Loire à Vélo;V44-De Loir en Loire;Vélo Francette - Loire à Vélo";13;0;;;"Allemand;Anglais;Français";;;oui;"24/01/2022||28/02/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/03/2022||31/10/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;01/11/2022||31/12/2022||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;||https://resa.ot-saumur.fr/reserver/hotel/zsalcyon.html||||02 41 40 20 60||resa@ot-saumur.fr;oui;"Chambre double||63,00||63,00||;Petit-déjeuner / pers||9,50||9,50||;Chambre single||57,00||57,00||";"Cartes bancaires;Chèques Vacances;Espèces;Virement";47.267805,-0.068867;Maine-et-Loire
